gene_name	gene_id
LOC401357	401357
LOC100289306	100289306
LOC100130849	100130849
LOC100287294	100287294
MIR4283-1	100422917
ZNF479	90827
GUSBP10	642006
MIR3147	100422939
ZNF716	441234
LOC100287633	100287633
LOC100509247	100509247
LOC643955	643955
LOC100287704	100287704
LOC100287834	100287834
LOC100506447	100506447
MIR4283-2	100422848
LOC402269	402269
LOC100287894	100287894
LOC100288292	100288292
LOC100506050	100506050
ZNF727	442319
ZNF735	730291
ZNF679	168417
ZNF736	728927
LOC649395	649395
ZNF680	340252
LOC641746	641746
ZNF107	51427
ZNF138	7697
SEPHS1P1	168474
LOC441239	441239
ZNF273	10793
ZNF117	51351
ERV3-1	2086
CCT6P3	643180
INTS4L1	285905
ZNF92	168374
LOC100288268	100288268
LOC441242	441242
INTS4L2	644619
CCT6P1	643253
SNORA22	677807
DKFZP434F142	84214
VKORC1L1	154807
GUSB	2990
ASL	435
CRCP	27297
TPST1	8460
LINC00174	285908
LOC100289098	100289098
LOC493754	493754
KCTD7	154881
LOC100653016	100653016
LOC100653192	100653192
LOC100653357	100653357
RABGEF1	27342
LOC729156	729156
LOC644794	644794
C7orf42	55069
SBDS	51119
TYW1	55253
MIR4650-1	100616310
LOC100509023	100509023
PMS2P4	5382
STAG3L4	64940
LOC100507468	100507468
AUTS2	26053
WBSCR17	64409
MIR3914-1	100500836
MIR3914-2	100500920
CALN1	83698
MIR4650-2	100616331
SBDSP1	155370
SPDYE7P	441251
POM121	9883
NSUN5P2	260294
TRIM74	378108
LOC100505688	100505688
LOC100507615	100507615
SPDYE8P	389517
LOC100093631	100093631
NCF1B	654816
GTF2IRD2P1	401375
NSUN5	55695
TRIM50	135892
FKBP6	8468
FZD9	8326
LOC100510011	100510011
BAZ1B	9031
BCL7B	9275
TBL2	26608
MLXIPL	51085
VPS37D	155382
DNAJC30	84277
WBSCR22	114049
STX1A	6804
LOC100505484	100505484
MIR4284	100422948
ABHD11-AS1	171022
ABHD11	83451
CLDN3	1365
CLDN4	1364
WBSCR27	155368
WBSCR28	135886
ELN	2006
LIMK1	3984
EIF4H	7458
MIR590	693175
LAT2	7462
RFC2	5982
CLIP2	7461
GTF2IRD1	9569
GTF2I	2969
NCF1	653361
GTF2IRD2	84163
PMS2P5	5383
GATSL1	389523
LOC100505669	100505669
WBSCR16	81554
GTF2IRD2B	389524
NCF1C	654817
GTF2IP1	2970
LOC653375	653375
GATSL2	729438
PMS2L2	5380
STAG3L1	54441
LOC541473	541473
LOC100509256	100509256
TRIM73	375593
NSUN5P1	155400
POM121C	100101267
SPDYE5	442590
PMS2P3	5387
HIP1	3092
CCL26	10344
CCL24	6369
RHBDD2	57414
POR	5447
MIR4651	100616270
SNORA14A	677801
TMEM120A	83862
STYXL1	51657
MDH2	4191
SRRM3	222183
HSPB1	3315
YWHAG	7532
SRCRB4D	136853
ZP3	7784
DTX2	113878
FDPSL2A	619190
LOC100653244	100653244
UPK3B	80761
LOC100288807	100288807
LOC100133091	100133091
LOC100653109	100653109
POMZP3	22932
DTX2P1-UPK3BP1-PMS2P11	441263
LOC100132581	100132581
LOC100132832	100132832
LOC100505767	100505767
CCDC146	57639
FGL2	10875
PION	54103
PTPN12	5782
LOC100652843	100652843
LOC100653359	100653359
LOC100653082	100653082
LOC100505854	100505854
RSBN1L	222194
TMEM60	85025
PHTF2	57157
MAGI2	9863
RPL13AP17	399670
MAGI2-AS3	100505881
GNAI1	2770
GNAT3	346562
CD36	948
SEMA3C	10512
HGF	3082
CACNA2D1	781
PCLO	27445
SEMA3E	9723
SEMA3A	10371
SEMA3D	223117
LOC100505913	100505913
GRM3	2913
KIAA1324L	222223
LOC100505932	100505932
DMTF1	9988
LOC100505951	100505951
C7orf23	79161
TP53TG1	11257
CROT	54677
ABCB4	5244
ABCB1	5243
RUNDC3B	154661
SLC25A40	55972
DBF4	10926
ADAM22	53616
SRI	6717
STEAP4	79689
ZNF804B	219578
C7orf62	219557
DPY19L2P4	442523
STEAP1	26872
STEAP2	261729
C7orf63	79846
GTPBP10	85865
CLDN12	9069
LOC100507508	100507508
CDK14	5218
FZD1	8321
MTERF	7978
AKAP9	10142
CYP51A1	1595
LOC613126	613126
LRRD1	401387
KRIT1	889
MIR1285-1	100302218
ANKIB1	54467
GATAD1	57798
ERVW-1	30816
PEX1	5189
RBM48	84060
MGC16142	84849
FAM133B	257415
CDK6	1021
SAMD9	54809
SAMD9L	219285
HEPACAM2	253012
CCDC132	55610
CALCR	799
MIR653	724023
MIR489	574442
MIR4652	100616206
TFPI2	7980
GNGT1	2792
GNG11	2791
BET1	10282
COL1A2	1278
LOC100506027	100506027
CASD1	64921
SGCE	8910
PEG10	23089
PPP1R9A	55607
PON1	5444
PON3	5446
PON2	5445
ASB4	51666
PDK4	5166
DYNC1I1	1780
SLC25A13	10165
MIR591	693176
FLJ42280	401388
LOC100506136	100506136
SHFM1	7979
DLX6-AS1	285987
DLX6	1750
DLX5	1749
ACN9	57001
TAC1	6863
ASNS	440
MGC72080	389538
OCM2	4951
LMTK2	22853
BHLHA15	168620
TECPR1	25851
BRI3	25798
BAIAP2L1	55971
NPTX2	4885
TMEM130	222865
TRRAP	8295
MIR3609	100500819
SMURF1	57154
KPNA7	402569
MYH16	84176
ARPC1A	10552
ARPC1B	10095
PDAP1	11333
BUD31	8896
PTCD1	26024
ATP5J2-PTCD1	100526740
CPSF4	10898
ATP5J2	9551
ZNF789	285989
ZNF394	84124
ZKSCAN5	23660
FAM200A	221786
ZNF655	79027
LOC100289187	100289187
ZNF498	221785
CYP3A5	1577
CYP3A7	1551
CYP3A4	1576
CYP3A43	64816
OR2AE1	81392
TRIM4	89122
GJC3	349149
AZGP1	563
AZGP1P1	646282
ZKSCAN1	7586
ZSCAN21	7589
ZNF3	7551
COPS6	10980
MCM7	4176
MIR25	407014
MIR93	407050
MIR106B	406900
AP4M1	9179
TAF6	6878
CNPY4	245812
MBLAC1	255374
C7orf59	389541
C7orf43	55262
MIR4658	100616439
GAL3ST4	79690
GPC2	221914
STAG3	10734
GATS	352954
PVRIG	79037
SPDYE3	441272
PMS2P1	5379
PILRB	29990
PILRA	29992
ZCWPW1	55063
MEPCE	56257
PPP1R35	221908
C7orf61	402573
TSC22D4	81628
NYAP1	222950
AGFG2	3268
SAP25	100316904
LRCH4	4034
FBXO24	26261
LOC100129845	100129845
PCOLCE	5118
MOSPD3	64598
TFR2	7036
ACTL6B	51412
GNB2	2783
GIGYF1	64599
POP7	10248
EPO	2056
ZAN	7455
EPHB4	2050
SLC12A9	56996
TRIP6	7205
SRRT	51593
UFSP1	402682
ACHE	43
MUC3A	4584
MUC3B	57876
LOC100508803	100508803
LOC100134216	100134216
MUC12	10071
MUC17	140453
TRIM56	81844
SERPINE1	5054
AP1S1	1174
MIR4653	100616117
VGF	7425
NAT16	375607
MOGAT3	346606
DGAT2L7	646409
PLOD3	8985
ZNHIT1	10467
CLDN15	24146
FIS1	51024
LOC100506507	100506507
RABL5	64792
EMID2	136227
LOC100506527	100506527
MYL10	93408
CUX1	1523
SH2B2	10603
MIR4285	100422858
SPDYE6	729597
LOC100289561	100289561
LOC100630923	100630923
PRKRIP1	79706
MIR548O	100313829
ORAI2	80228
ALKBH4	54784
LRWD1	222229
MIR4467	100616367
POLR2J	5439
RASA4B	100271927
POLR2J3	548644
SPDYE2	441273
RASA4	10156
LOC100506683	100506683
POLR2J2	246721
UPK3BL	100134938
SPDYE2L	100310812
FAM185A	222234
FBXL13	222235
LRRC17	10234
NFE4	58160
ARMC10	83787
NAPEPLD	222236
RPL19P12	100129424
DPY19L2P2	349152
PMPCB	9512
DNAJC2	27000
PSMC2	5701
SLC26A5	375611
RELN	5649
ORC5	5001
LHFPL3	375612
LOC645591	645591
LOC723809	723809
LOC100216546	100216546
LOC100216545	100216545
MLL5	55904
SRPK2	6733
PUS7	54517
LOC100653298	100653298
LOC100652896	100652896
LOC100653351	100653351
RINT1	60561
EFCAB10	100130771
ATXN7L1	222255
LOC100652903	100652903
CDHR3	222256
SYPL1	6856
NAMPT	10135
LOC100509105	100509105
CCDC71L	168455
PIK3CG	5294
PRKAR2B	5577
HBP1	26959
LOC100506312	100506312
COG5	10466
GPR22	2845
DUS4L	11062
BCAP29	55973
LOC286002	286002
SLC26A4	5172
LOC100128737	100128737
CBLL1	79872
SLC26A3	1811
DLD	1738
LAMB1	3912
LAMB4	22798
NRCAM	4897
PNPLA8	50640
THAP5	168451
DNAJB9	4189
C7orf66	154907
EIF3IP1	442720
IMMP2L	83943
LRRN3	54674
DOCK4	9732
LOC100506413	100506413
ZNF277	11179
IFRD1	3475
C7orf53	286006
TMEM168	64418
C7orf60	154743
GPR85	54329
LOC401397	401397
TSRM	100287664
PPP1R3A	5506
FOXP2	93986
MIR3666	100500896
MDFIC	29969
LOC100506489	100506489
TFEC	22797
TES	26136
CAV2	858
CAV1	857
MET	4233
CAPZA2	830
ST7-AS1	93653
ST7	7982
ST7-OT4	338069
ST7-AS2	93654
ST7-OT3	93655
WNT2	7472
ASZ1	136991
CFTR	1080
CTTNBP2	83992
NAA38	51691
ANKRD7	56311
KCND2	3751
LOC100506586	100506586
TSPAN12	23554
ING3	54556
C7orf58	79974
WNT16	51384
FAM3C	10447
PTPRZ1	5803
AASS	10157
FEZF1	389549
LOC154860	154860
CADPS2	93664
RNF133	168433
RNF148	378925
TAS2R16	50833
SLC13A1	6561
IQUB	154865
NDUFA5	4698
LOC100652957	100652957
LOC100653261	100653261
LOC100653354	100653354
ASB15	142685
LMOD2	442721
WASL	8976
HYALP1	26062
HYAL4	23553
SPAM1	6677
TMEM229A	730130
GPR37	2861
LOC154872	154872
POT1	25913
LOC100506664	100506664
GRM8	2918
MIR592	693177
ZNF800	168850
LOC100506682	100506682
GCC1	79571
ARF5	381
FSCN3	29999
PAX4	5078
SND1	27044
SND1-IT1	27099
LRRC4	64101
MIR593	693178
MIR129-1	406917
LEP	3952
MGC27345	157247
RBM28	55131
PRRT4	401399
IMPDH1	3614
HILPDA	29923
METTL2B	55798
FLJ45340	402483
FAM71F2	346653
FAM71F1	84691
CALU	813
OPN1SW	611
CCDC136	64753
FLNC	2318
ATP6V1F	9296
LOC100130705	100130705
KCP	375616
IRF5	3663
TNPO3	23534
TPI1P2	286016
LOC407835	407835
TSPAN33	340348
SMO	6608
AHCYL2	23382
FAM40B	57464
LOC100287482	100287482
LOC100127891	100127891
NRF1	4899
MIR182	406958
MIR96	407053
MIR183	406959
UBE2H	7328
ZC3HC1	51530
KLHDC10	23008
TMEM209	84928
C7orf45	136263
CPA2	1358
CPA4	51200
CPA5	93979
CPA1	1357
CEP41	95681
MEST	4232
MESTIT1	317751
MIR335	442904
COPG2	26958
TSGA13	114960
KLF14	136259
LOC100506860	100506860
MIR29A	407021
MIR29B1	407024
LOC646329	646329
FLJ43663	378805
MKLN1	4289
LOC100506881	100506881
PODXL	5420
PLXNA4	91584
FLJ40288	286023
LOC100506937	100506937
CHCHD3	54927
MIR3654	100500804
EXOC4	60412
LRGUK	136332
SLC35B4	84912
AKR1B1	231
AKR1B10	57016
AKR1B15	441282
BPGM	669
CALD1	800
AGBL3	340351
LOC653739	653739
TMEM140	55281
C7orf49	78996
WDR91	29062
STRA8	346673
CNOT4	4850
NUP205	23165
C7orf73	647087
SLC13A4	26266
LOC100508939	100508939
FAM180A	389558
LOC100506957	100506957
MTPN	136319
LUZP6	767558
CHRM2	1129
MIR490	574443
PTN	5764
LOC100287705	100287705
LOC100507000	100507000
DGKI	9162
LOC100652998	100652998
LOC100653361	100653361
NAG20	100129703
CREB3L2	64764
LOC100130880	100130880
AKR1D1	6718
MIR4468	100616226
TRIM24	8805
SVOPL	136306
ATP6V0A4	50617
TMEM213	155006
KIAA1549	57670
ZC3HAV1L	92092
ZC3HAV1	56829
TTC26	79989
UBN2	254048
LUC7L2	51631
C7orf55	154791
LOC100129148	100129148
KLRG2	346689
CLEC2L	154790
HIPK2	28996
TBXAS1	6916
PARP12	64761
JHDM1D	80853
LOC100134229	100134229
SLC37A3	84255
RAB19	401409
MKRN1	23608
DENND2A	27147
ADCK2	90956
LOC100134713	100134713
NDUFB2	4708
BRAF	673
MRPS33	51650
LOC100507421	100507421
LOC100130169	100130169
AGK	55750
KIAA1147	57189
FLJ40852	285962
WEE2	494551
SSBP1	6742
TAS2R3	50831
TAS2R4	50832
TAS2R5	54429
PRSS37	136242
OR9A4	130075
CLEC5A	23601
TAS2R38	5726
MGAM	8972
LOC93432	93432
LOC100124692	100124692
MOXD2P	100289017
PRSS58	136541
LOC730441	730441
MTRNR2L6	100463482
PRSS1	5644
PRSS2	5645
TRY6	154754
EPHB6	2051
TRPV6	55503
TRPV5	56302
C7orf34	135927
KEL	3792
OR9A2	135924
OR6V1	346517
OR6W1P	89883
PIP	5304
TAS2R39	259285
TAS2R40	259286
GSTK1	373156
TMEM139	135932
CASP2	835
CLCN1	1180
FAM131B	9715
LOC100507507	100507507
ZYX	7791
EPHA1	2041
LOC285965	285965
TAS2R60	338398
TAS2R41	259287
LOC100507525	100507525
CTAGE15P	441294
LOC100508781	100508781
FAM115C	285966
CTAGE6P	340307
LOC154761	154761
LOC100294033	100294033
FAM115A	9747
OR2F2	135948
OR2F1	26211
OR6B1	135946
OR2A5	393046
OR2A25	392138
OR2A12	346525
OR2A2	442361
OR2A14	135941
CTAGE4	100128553
ARHGEF35	445328
OR2A42	402317
OR2A20P	401428
OR2A7	401427
LOC728377	728377
OR2A9P	441295
OR2A1	346528
ARHGEF5	7984
NOBOX	135935
TPK1	27010
CNTNAP2	26047
MIR548F4	100313895
LOC100507538	100507538
C7orf33	202865
CUL1	8454
LOC100507558	100507558
EZH2	2146
RNY4	6086
RNY3	6085
RNY1	6084
PDIA4	9601
ZNF786	136051
ZNF425	155054
ZNF398	57541
ZNF282	8427
ZNF212	7988
ZNF783	100289678
LOC155060	155060
ZNF777	27153
ZNF746	155061
ZNF767	79970
KRBA1	84626
ZNF467	168544
SSPO	23145
ZNF862	643641
LOC401431	401431
ATP6V0E2	155066
ACTR3C	653857
LRRC61	65999
C7orf29	113763
RARRES2	5919
REPIN1	29803
ZNF775	285971
LOC728743	728743
LOC285972	285972
GIMAP8	155038
GIMAP7	168537
GIMAP4	55303
GIMAP6	474344
GIMAP2	26157
GIMAP1	170575
GIMAP1-GIMAP5	100527949
GIMAP5	55340
LOC100128542	100128542
LOC100510007	100510007
TMEM176B	28959
TMEM176A	55365
ABP1	26
KCNH2	3757
NOS3	4846
ATG9B	285973
ABCB8	11194
ACCN3	9311
CDK5	1020
SLC4A2	6522
FASTK	10922
TMUB1	83590
AGAP3	116988
GBX1	2636
ASB10	136371
IQCA1P1	392843
LOC100652970	100652970
ABCF2	10061
CHPF2	54480
MIR671	768213
SMARCD3	6604
NUB1	51667
WDR86	349136
LOC100507673	100507673
LOC100131176	100131176
CRYGN	155051
MIR3907	100500835
RHEB	6009
PRKAG2	51422
LOC100505483	100505483
GALNTL5	168391
GALNT11	63917
MLL3	58508
FABP5P3	220832
LOC100128822	100128822
XRCC2	7516
ACTR3B	57180
DPP6	1804
LOC100132707	100132707
PAXIP1	22976
LOC202781	202781
LOC100128264	100128264
HTR5A	3361
INSIG1	3638
EN2	2020
CNPY1	285888
LOC100506302	100506302
RBM33	155435
SHH	6469
LOC389602	389602
LOC285889	285889
LOC100506380	100506380
LINC00244	64433
C7orf13	129790
RNF32	140545
LMBR1	64327
NOM1	64434
MNX1	3110
LOC645249	645249
UBE3C	9690
LOC100506458	100506458
DNAJB6	10049
LOC100506534	100506534
LOC100506557	100506557
PTPRN2	5799
MIR153-2	406945
LOC100506585	100506585
MIR595	693180
NCAPG2	54892
ESYT2	57488
WDR60	55112
LOC154822	154822
VIPR2	7434
LOC100652771	100652771
WASH7P	653635
LOC100653296	100653296
MIR1302-2	100302278
FAM138A	645520
OR4F5	79501
LOC100653346	100653346
LOC729737	729737
LOC100132287	100132287
LOC100288646	100288646
OR4F29	729759
LOC100652939	100652939
LOC100653240	100653240
OR4F16	81399
LOC100287654	100287654
LOC100653358	100653358
LOC100133331	100133331
LOC100288069	100288069
LOC100287934	100287934
FAM87B	400728
LINC00115	79854
LOC643837	643837
LOC100506327	100506327
FAM41C	284593
LOC284600	284600
LOC100130417	100130417
SAMD11	148398
NOC2L	26155
KLHL17	339451
PLEKHN1	84069
C1orf170	84808
HES4	57801
ISG15	9636
AGRN	375790
RNF223	401934
C1orf159	54991
LOC254099	254099
MIR200B	406984
MIR200A	406983
MIR429	554210
TTLL10-AS1	100506376
TTLL10	254173
TNFRSF18	8784
TNFRSF4	7293
SDF4	51150
B3GALT6	126792
FAM132A	388581
UBE2J2	118424
SCNN1D	6339
ACAP3	116983
PUSL1	126789
CPSF3L	54973
GLTPD1	80772
TAS1R3	83756
DVL1	1855
MXRA8	54587
AURKAIP1	54998
CCNL2	81669
LOC148413	148413
MRPL20	55052
ANKRD65	441869
TMEM88B	643965
VWA1	64856
ATAD3C	219293
ATAD3B	83858
ATAD3A	55210
TMEM240	339453
SSU72	29101
LOC643988	643988
MIB2	142678
MMP23B	8510
SLC35E2B	728661
MMP23A	8511
CDK11A	728642
SLC35E2	9906
NADK	65220
GNB1	2782
CALML6	163688
TMEM52	339456
C1orf222	339457
KIAA1751	85452
GABRD	2563
PRKCZ	5590
LOC100506504	100506504
C1orf86	199990
SKI	6497
MORN1	79906
LOC100129534	100129534
RER1	11079
PEX10	5192
PLCH2	9651
PANK4	55229
HES5	388585
LOC115110	115110
LOC100133445	100133445
TNFRSF14	8764
FAM213B	127281
MMEL1	79258
TTC34	100287898
ACTRT2	140625
FLJ42875	440556
PRDM16	63976
MIR4251	100422968
ARHGEF16	27237
MEGF6	1953
MIR551A	693135
TPRG1L	127262
WRAP73	49856
TP73	7161
TP73-AS1	57212
CCDC27	148870
LOC388588	388588
LRRC47	57470
CEP104	9731
DFFB	1677
C1orf174	339448
LOC100133612	100133612
LOC728716	728716
LOC284661	284661
AJAP1	55966
MIR4417	100616489
MIR4689	100616421
NPHP4	261734
KCNAB2	8514
CHD5	26038
RPL22	6146
RNF207	388591
ICMT	23463
LINC00337	148645
HES3	390992
GPR153	387509
ACOT7	11332
LOC100130071	100130071
HES2	54626
ESPN	83715
MIR4252	100422975
TNFRSF25	8718
PLEKHG5	57449
NOL9	79707
TAS1R1	80835
ZBTB48	3104
KLHL21	9903
PHF13	148479
THAP3	90326
DNAJC11	55735
LOC100505887	100505887
CAMTA1	23261
LOC100129476	100129476
VAMP3	9341
PER3	8863
UTS2	10911
TNFRSF9	3604
PARK7	11315
ERRFI1	54206
SLC45A1	50651
RERE	473
ENO1	2023
ENO1-AS1	100505975
CA6	765
SLC2A7	155184
SLC2A5	6518
GPR157	80045
MIR34A	407040
LOC727721	727721
H6PD	9563
SPSB1	80176
LOC100506022	100506022
SLC25A33	84275
TMEM201	199953
PIK3CD	5293
C1orf200	644997
CLSTN1	22883
FLJ16126	645010
CTNNBIP1	56998
LZIC	84328
NMNAT1	64802
RBP7	116362
UBE4B	10277
KIF1B	23095
MIR1273D	100422970
LOC100287506	100287506
PGD	5226
APITD1	378708
APITD1-CORT	100526739
CORT	1325
DFFA	1676
PEX14	5195
CASZ1	54897
C1orf127	148345
TARDBP	23435
MASP2	10747
SRM	6723
EXOSC10	5394
MTOR	2475
ANGPTL7	10218
UBIAD1	29914
PTCHD2	57540
FBXO2	26232
FBXO44	93611
FBXO6	26270
MAD2L2	10459
C1orf187	374946
AGTRAP	57085
LOC100506273	100506273
C1orf167	284498
LOC100506310	100506310
MTHFR	4524
CLCN6	1185
NPPA-AS1	100379251
NPPA	4878
NPPB	4879
RNU5E-1	26829
KIAA2013	90231
PLOD1	5351
MFN2	9927
MIIP	60672
TNFRSF8	943
TNFRSF1B	7133
MIR4632	100616438
VPS13D	55187
SNORA59A	677885
DHRS3	9249
AADACL4	343066
AADACL3	126767
C1orf158	93190
PRAMEF12	390999
PRAMEF1	65121
PRAMEF11	440560
LOC649330	649330
HNRNPCL1	343069
PRAMEF2	65122
PRAMEF4	400735
PRAMEF10	343071
PRAMEF7	441871
PRAMEF6	440561
PRAMEF22	653606
PRAMEF23	729368
PRAMEF25	441873
LOC440563	440563
LOC645359	645359
PRAMEF3	401940
PRAMEF5	343068
PRAMEF8	391002
PRAMEF9	343070
PRAMEF13	400736
PRAMEF18	391003
PRAMEF16	654348
PRAMEF21	391001
PRAMEF24	729516
PRAMEF15	653619
PRAMEF14	729528
PRAMEF19	645414
PRAMEF17	391004
PRAMEF20	645425
LRRC38	126755
PDPN	10630
PRDM2	7799
KAZN	23254
C1orf126	200197
TMEM51	55092
FHAD1	114827
EFHD2	79180
CTRC	11330
CELA2A	63036
CELA2B	51032
CASP9	842
DNAJC16	23341
AGMAT	79814
DDI2	84301
RSC1A1	6248
PLEKHM2	23207
SLC25A34	284723
TMEM82	388595
FBLIM1	54751
UQCRHL	440567
FLJ37453	729614
SPEN	23013
ZBTB17	7709
C1orf64	149563
HSPB7	27129
CLCNKA	1187
CLCNKB	1188
FAM131C	348487
EPHA2	1969
LOC100506484	100506484
ARHGEF19	128272
RSG1	79363
FBXO42	54455
C1orf144	26099
SPATA21	374955
NECAP2	55707
CROCCP3	114819
RNU1-1	26871
LOC440570	440570
LOC100506533	100506533
LOC100133301	100133301
NBPF1	55672
CROCCP2	84809
MST1P2	11209
RNU1-3	26869
LOC729574	729574
ESPNP	284729
LOC729587	729587
RNU1-4	6060
MST1P9	11223
MIR3675	100500876
LOC100506687	100506687
RNU1-2	26870
CROCC	9696
MFAP2	4237
ATP13A2	23400
SDHB	6390
PADI2	11240
LOC400743	400743
PADI1	29943
PADI3	51702
MIR3972	100616188
PADI4	23569
PADI6	353238
RCC2	55920
ARHGEF10L	55160
ACTL8	81569
IGSF21	84966
KLHDC7A	127707
PAX7	5081
TAS1R2	80834
ALDH4A1	8659
MIR4695	100616120
MIR1290	100302276
IFFO2	126917
UBR4	23352
LOC100652915	100652915
LOC100653159	100653159
KIAA0090	23065
MRTO4	51154
AKR7L	246181
AKR7A3	22977
LOC100506730	100506730
AKR7A2	8574
PQLC2	54896
CAPZB	832
LOC644083	644083
MINOS1	440574
C1orf151-NBL1	100532736
NBL1	4681
HTR6	3362
TMCO4	255104
RNF186	54546
OTUD3	23252
PLA2G2E	30814
PLA2G2A	5320
PLA2G5	5322
PLA2G2D	26279
PLA2G2F	64600
PLA2G2C	391013
UBXN10	127733
VWA5B1	127731
LOC339505	339505
CAMK2N1	55450
MUL1	79594
FAM43B	163933
CDA	978
PINK1	65018
DDOST	1650
KIF17	57576
SH2D5	400745
HP1BP3	50809
EIF4G3	8672
MIR1256	100302155
ECE1	1889
LOC100506824	100506824
LOC100506801	100506801
LOC100652932	100652932
LOC100653178	100653178
NBPF3	84224
ALPL	249
RAP1GAP	5909
USP48	84196
LDLRAD2	401944
HSPG2	3339
CELA3B	23436
CELA3A	10136
LINC00339	29092
CDC42	998
WNT4	54361
MIR4418	100616433
ZBTB40	9923
EPHA8	2046
C1QA	712
C1QC	714
C1QB	713
EPHB2	2048
MIR4684	100616391
MIR4253	100422914
LOC729059	729059
KDM1A	23028
MIR3115	100422866
MIR4419A	100616177
LUZP1	7798
HTR1D	3352
HNRNPR	10236
ZNF436	80818
C1orf213	148898
TCEA3	6920
ASAP3	55616
E2F2	1870
ID3	3399
MDS2	259283
RPL11	6135
TCEB3	6924
LOC100506963	100506963
PITHD1	57095
LOC100509213	100509213
LYPLA2	11313
GALE	2582
HMGCL	3155
FUCA1	2517
CNR2	1269
MIR378F	100616492
PNRC2	55629
SRSF10	10772
LOC100505793	100505793
MYOM3	127294
IL22RA1	58985
IL28RA	163702
LOC284632	284632
GRHL3	57822
C1orf201	90529
NIPAL3	57185
RCAN3AS	100750325
RCAN3	11123
LOC100506985	100506985
C1orf130	400746
SRRM1	10250
CLIC4	25932
RUNX3	864
MIR4425	100616365
SYF2	25949
C1orf63	57035
RHD	6007
TMEM50A	23585
RHCE	6006
TMEM57	55219
LDLRAP1	26119
MAN1C1	57134
LOC100507013	100507013
SEPN1	57190
FAM54B	56181
LOC646471	646471
C1orf135	79000
PAQR7	164091
STMN1	3925
MIR3917	100500808
PAFAH2	5051
LOC100652941	100652941
LOC100653078	100653078
EXTL1	2134
SLC30A2	7780
TRIM63	84676
PDIK1L	149420
FAM110D	79927
ZNF593	51042
CNKSR1	10256
CATSPER4	378807
CEP85	64793
SH3BGRL3	83442
UBXN11	91544
CD52	1043
AIM1L	55057
ZNF683	257101
LIN28A	79727
DHDDS	79947
HMGN2	3151
RPS6KA1	6195
MIR1976	100302190
ARID1A	8289
PIGV	55650
ZDHHC18	84243
SFN	2810
GPN2	54707
GPATCH3	63906
NR0B2	8431
NUDC	10726
C1orf172	126695
OSTCP2	646567
TRNP1	388610
FAM46B	115572
SLC9A1	6548
WDTC1	23038
TMEM222	84065
LOC644961	644961
SYTL1	84958
MAP3K6	9064
FCN3	8547
CD164L2	388611
GPR3	2827
WASF2	10163
AHDC1	27245
FGR	2268
IFI6	2537
FAM76A	199870
STX12	23673
PPP1R8	5511
SCARNA1	677774
C1orf38	9473
RPA2	6118
SMPDL3B	27293
XKR8	55113
EYA3	2140
LOC653566	653566
PTAFR	5724
DNAJC8	22826
ATPIF1	93974
SESN2	83667
MED18	54797
PHACTR4	65979
RCC1	1104
SNHG3	8420
SNORA73A	6080
RNU105A	26768
SNORA73B	6081
TRNAU1AP	54952
SNHG12	85028
SNORD99	692212
SNORA61	677838
SNORA44	677825
SNORA16A	692073
RAB42	115273
TAF12	6883
RNU11	26824
GMEB1	10691
YTHDF2	51441
OPRD1	4985
EPB41	2035
TMEM200B	399474
SRSF4	6429
MECR	51102
PTPRU	10076
MATN1	4146
LOC100129196	100129196
LAPTM5	7805
MIR4420	100616164
SDC3	9672
PUM1	9698
SNORD103A	692234
SNORD103B	692235
SNORD85	692200
PRO0611	28997
NKAIN1	79570
SNRNP40	9410
ZCCHC17	51538
FABP3	2170
SERINC2	347735
LOC149086	149086
LOC284551	284551
TINAGL1	64129
HCRTR1	3061
PEF1	553115
COL16A1	1307
BAI2	576
MIR4254	100423028
SPOCD1	90853
PTP4A2	8073
KHDRBS1	10657
TMEM39B	55116
KPNA6	23633
LOC100652828	100652828
LOC100653335	100653335
TXLNA	200081
CCDC28B	79140
LOC100652837	100652837
LOC100653331	100653331
IQCC	55721
DCDC2B	149069
TMEM234	56063
EIF3I	8668
MTMR9LP	339483
FAM167B	84734
LCK	3932
HDAC1	3065
MARCKSL1	65108
LOC100128071	100128071
TSSK3	81629
BSDC1	55108
ZBTB8B	728116
ZBTB8A	653121
ZBTB8OS	339487
RBBP4	5928
SYNC	81493
KIAA1522	57648
YARS	8565
S100PBP	64766
FNDC5	252995
HPCA	3208
TMEM54	113452
RNF19B	127544
LOC100505584	100505584
AK2	204
ADC	113451
TRIM62	55223
ZNF362	149076
PHC2	1912
MIR3605	100500853
ZSCAN20	7579
CSMD2	114784
HMGB4	127540
LOC402779	402779
C1orf94	84970
MIR552	693137
GJB5	2709
GJB4	127534
GJB3	2707
GJA4	2701
C1orf212	113444
DLGAP3	58512
LOC653160	653160
ZMYM6NB	100506144
ZMYM6	9204
ZMYM1	79830
LOC100506168	100506168
SFPQ	6421
ZMYM4	9202
KIAA0319L	79932
NCDN	23154
TFAP2E	339488
PSMB2	5690
C1orf216	127703
CLSPN	63967
EIF2C4	192670
EIF2C1	26523
EIF2C3	192669
TEKT2	27285
ADPRHL2	54936
COL8A2	1296
TRAPPC3	27095
MAP7D1	55700
THRAP3	9967
SH3D21	79729
FAM176B	55194
STK40	83931
LOC100506594	100506594
LSM10	84967
OSCP1	127700
MRPS15	64960
CSF3R	1441
GRIK3	2899
